Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
used	0	4	1	2	8	0	6	0	0	2	3	0	2	1	0	1	0	0	2	2	0	0	3	4	6	1	2	2	0	1	0	6	1	3	0	2	1	0	0	0	1	3	4	0	2	2	0	1	2	1	0	4	0	1	1	1	0	0	0	1	2	2	10	1	2	0	0	0	1	1	0	1	5	5	1	0	0	0	5	1	0	1	4	6	1	2	0	0	6	0	7	0	0	1	4	0	0	1	3
user	0	1	1	0	13	0	6	0	0	0	0	0	0	0	1	0	2	1	0	0	0	4	0	3	5	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	6	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	7	0	0	1	4	3	0	3	0	0	0	2	0	0	0	0	0	1	2	0	2	2	1	4	0	1	0	0	0	5	1	1	6	0	0	0	0
run	0	4	1	1	4	0	4	4	0	0	0	1	0	0	2	1	0	0	11	7	0	0	0	6	3	4	2	1	0	0	0	6	0	0	0	2	0	2	0	0	0	0	2	1	0	2	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	1	4	1	1	0	1	0	0	0	2	0	0	3	1	1	2	0	2
doesn	4	2	0	1	5	0	3	0	0	1	5	1	1	0	3	0	0	0	5	5	0	2	1	7	8	4	2	4	0	0	1	2	0	3	0	4	0	0	0	0	0	3	3	0	1	5	2	0	8	1	0	1	1	1	2	0	0	0	0	0	0	1	4	0	1	0	0	0	0	2	0	0	0	7	1	3	0	0	3	2	0	2	7	1	2	0	0	0	2	0	3	1	2	5	1	0	1	0	4
go	4	7	2	2	31	0	5	0	0	7	5	2	1	0	5	0	0	0	6	14	1	2	0	9	11	7	6	6	0	0	0	6	1	8	0	6	0	1	1	1	0	0	3	0	3	7	1	0	3	6	0	1	1	2	3	0	0	0	0	2	1	3	6	0	1	1	0	1	0	0	0	2	0	4	1	3	1	0	7	1	3	4	9	5	1	1	0	1	2	0	4	1	6	8	5	0	0	1	8
download	0	0	3	0	24	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	6	3	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
click	0	1	0	0	3	0	2	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	5	9	4	2	2	0	0	0	0	0	2	1	2	3	0	2	1	2	2	0	0	1	2	0	0	1	4	0	8	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	6	2	0	0	6	3	4	0	4	0	0	2	1	2
products	0	0	0	0	7	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	5	0	0	0	0	0	1	4	0	1	0	0	0	0
keep	0	2	0	2	5	0	1	0	0	0	0	5	0	0	3	2	0	0	1	2	1	3	1	3	1	2	1	0	0	0	1	3	0	2	0	1	0	0	0	0	0	7	1	0	3	2	0	0	2	5	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	1	0	0	0	1	0	0	2	0	1	1	0	0	0	1	4	2	1	5	1	1	0	3	0	1	0	0	4	0	0	0	0	5
anyway	0	4	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	4	0	1	0	2	3	0	0	0	0	1
she	21	16	0	0	6	0	19	0	0	9	0	1	1	0	3	3	0	0	19	8	9	0	0	0	13	20	8	9	0	0	3	9	3	0	1	5	1	0	6	3	0	0	0	0	0	0	12	0	0	7	0	0	0	4	6	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	9	5	0	2	0	9	0	2	6	1	22	1	0	3	0	34	0	0	0	0	17
written	2	2	0	0	6	0	0	1	0	8	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	1	0	3	0	0	0	2	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	2	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	3	0	3	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0	2	2	0	1	0	2
flickr	0	0	0	0	0	0	6	2	1	0	6	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	2	0	1	0	5	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	0	4	0	0	1	7	0	15	2	0	3	0	6	0	1	0	0	1	0
attention	0	5	0	0	2	0	3	2	0	0	4	0	0	0	0	0	0	0	3	2	0	2	0	0	0	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	0	1	3	2	0	0	1	1
addition	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	3	0	2	0	0	0	0	0	1
mail	0	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	3	1	1	0	0	0	3	2	8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	1	2
blogs	0	3	4	0	20	1	0	0	1	0	1	0	0	9	0	0	1	0	2	0	0	2	0	0	2	0	0	6	0	0	0	1	3	48	0	17	7	0	0	0	0	21	20	0	0	40	0	0	0	0	0	0	0	0	20	0	0	1	0	7	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	1	1	3	0	21	0	0	2	16	0	4	1	1	31	2	0	1	1	0	9	0	0
companies	0	0	0	0	24	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	1	5	0	0	0	0	3	0	1	1	1	7	1	1	0	0	1	1	2	0	0	0	0	0	17	2	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0	0	3	0	1	1	0	0	0	0	0	1	0	0	10	0	0	0	1	3	1	1	0	0	0	0	1	0	0	0	6	0	0	0	0
never	4	8	1	1	9	0	13	1	0	10	8	1	0	1	3	1	0	1	3	4	0	0	0	4	0	2	0	2	0	1	1	3	0	2	0	3	0	1	2	1	0	2	0	0	1	1	0	0	2	1	0	0	0	1	2	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0	1	5	0	0	0	1	0	0	0	1	5	1	0	0	0	0	3	0	2	0	5	3	3	0	1	0	8
type	0	1	0	0	3	1	2	0	0	0	1	0	0	9	0	0	0	0	1	2	0	3	0	0	2	0	3	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	3	0	0	2	2	0	3	0	5	0	0	1	1	0	1	0	2
tell	0	3	0	2	9	0	3	0	0	5	6	0	0	0	1	1	0	0	3	0	0	0	0	2	0	0	4	3	0	0	0	2	0	1	0	4	1	0	0	0	0	3	2	0	0	1	1	0	1	3	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	0	1	0	0	1	0	0	4	1	3	0	2	0	1	0	2	0	3	0	2	0	0	2	1
give	0	7	2	0	8	0	4	0	1	0	0	0	0	0	4	1	0	0	2	3	0	1	1	5	0	2	3	1	1	0	0	5	2	3	0	4	0	0	0	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	2	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	2	0	6	0	2	1	5	0	0	0	3
isn	5	3	1	0	1	2	0	0	0	1	3	0	0	0	4	2	0	0	1	5	0	1	2	2	0	4	3	2	0	0	1	0	0	4	1	3	0	0	0	0	0	0	3	1	0	5	2	0	4	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	2	1	0	0	0	1	1	2	2	0	0	0	1	1	0	0	4	1	2	1	0	0	0	2	0	2	0	2	1	1	0	1	0	4
matter	0	2	0	2	6	1	3	0	0	1	3	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	3	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	3	1	1	0	0	0
stop	1	1	0	1	3	0	1	0	0	3	0	0	0	0	2	0	1	0	1	1	0	0	2	2	0	3	1	3	0	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	9	0	1	0	3	0	0	0	0	1	1	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	1	1	0	2	3	3	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0
form	0	2	1	0	1	0	6	0	0	0	1	0	0	3	0	0	0	0	0	1	0	3	0	1	1	4	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	5	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	2	0	2	0	1	0	1	0	0	0	0
digital	0	0	9	0	10	0	6	2	1	0	1	0	0	0	1	0	0	0	0	0	0	3	0	7	2	3	8	0	0	0	0	0	0	1	1	1	1	1	0	1	4	1	4	0	6	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	1	0	0	1	0	1	0	2	0	0	0	0
guys	2	4	0	0	3	0	3	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	2	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1
maybe	0	3	0	0	12	0	2	0	0	0	1	0	0	0	1	0	1	0	1	5	0	0	1	0	2	1	1	2	0	0	0	5	0	1	1	1	0	0	0	0	1	2	1	0	1	1	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	4	0	6	1	0	1	1	0	0	7	1	1	0	0	1	4	0	1	0	1	5	1	0	0	0	1
nbsp	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	170	180	0	0	40	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
language	0	1	0	3	0	0	1	0	0	3	6	1	0	1	1	0	0	0	1	0	0	1	2	7	1	0	0	2	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
question	0	2	0	0	17	0	2	1	0	0	1	3	1	0	2	0	1	1	1	1	0	0	0	0	1	1	0	2	0	1	0	2	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	4	2	1	0	1	1	4
were	3	15	2	3	29	1	18	2	1	14	6	0	0	0	8	0	1	1	7	16	2	2	3	1	1	8	6	2	0	0	1	25	1	7	1	6	0	2	0	3	1	5	6	0	1	3	3	1	5	2	0	1	2	4	5	0	0	0	4	3	0	14	0	0	1	0	0	1	1	0	1	0	3	5	1	6	1	1	2	0	1	0	5	5	1	3	0	4	5	0	5	1	6	14	10	1	0	0	17
black	0	10	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	2	0	3	0	0	3	4	0	1	0	13	0	0	0	0	0	0	0	3	0	3	1	0	0	4	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	1	1	0	0	2	2	1	4	0	0	9	0	0	0	1	0
behind	0	2	0	0	5	0	1	0	0	4	5	0	0	0	3	0	0	0	1	3	2	1	0	2	1	0	0	4	1	0	0	3	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	1	2	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	4	0	1	0	2
reading	0	2	0	0	3	0	0	0	0	3	1	0	0	1	0	0	0	0	0	2	0	2	0	3	0	2	2	0	0	0	1	2	0	2	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	4	0	0	1	1	0	0	2	0	1	0	3	0	2	1	0	0	0	1	0	1	0	3	50	0	6	2	0	2	0	0	1	7	0	1	0	1
according	0	1	3	0	3	0	1	1	1	0	0	0	0	0	0	2	0	0	2	0	1	1	1	2	2	3	2	3	0	0	4	4	0	0	0	1	2	0	0	0	2	3	0	1	0	0	1	0	1	0	3	2	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	0	4	0	0	4	5	0	0	0	0
same	1	6	0	0	22	0	12	2	0	4	1	1	0	0	4	0	0	0	3	2	0	7	1	3	2	4	2	2	0	0	0	4	0	2	0	8	0	0	0	0	0	2	3	0	0	15	1	0	5	2	1	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	2	0	0	4	2	0	1	0	0	0	1	0	0	5	2	3	0	0	1	2	1	8	0	3	2	2	0	1	2	7
audience	0	5	0	0	1	0	3	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	1	2	2	0	0	3	0	0	0	0	0	1	3	0	0	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	3	1	2	0	1	0	2
problems	0	1	0	0	5	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	4	1	0	0	0	0	1	2	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1
videos	0	1	0	0	13	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	2	0	2	5	1	0	1	0	0	1	2	0	1	0	0	1	0	0	0	0	2	4	0	0	0	0	0	1	4	0	0	0	0	11	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	1	0	3	0	0	0	0	7	1	0	1	0	0	0	0	0
starting	0	1	1	0	1	0	2	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1	3	0	0	1	3	0	0	0	1	2	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	3	0	0	1	3	0	3	0	0
those	0	3	0	2	27	0	9	1	1	5	4	5	0	4	0	0	0	1	6	11	0	7	2	4	1	6	7	4	0	4	3	8	0	10	0	5	0	2	3	0	3	2	5	0	3	9	0	0	2	4	0	1	1	0	4	1	0	1	0	2	1	5	2	0	4	1	0	0	1	4	0	1	0	7	0	1	1	0	1	2	0	4	5	3	7	2	0	1	3	1	3	0	4	8	1	1	0	1	3
search	0	0	7	0	7	0	1	0	0	0	0	0	0	4	0	0	7	0	0	0	0	10	0	18	49	4	0	0	1	0	0	0	1	14	4	0	7	0	0	0	27	0	9	0	0	0	0	0	7	19	0	0	0	0	0	0	6	2	0	3	1	4	4	0	0	0	0	3	0	5	2	0	0	0	0	5	0	0	1	31	0	0	0	0	14	8	0	0	2	0	1	2	0	1	24	0	3	0	0
late	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	3	0	1	0	1	0	3	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	5	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	3	3	1	0	0	1
everyone	0	8	1	0	15	0	0	1	1	3	9	0	0	1	5	0	0	0	2	4	1	0	1	2	0	6	0	2	0	0	0	1	0	2	0	5	1	0	0	0	0	1	2	0	0	4	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	3	2	1	2	2	0	2	0	0	0	0	3	5	2	1	1	0	4
idea	1	3	1	0	8	0	12	0	1	2	7	2	0	1	3	0	1	0	1	2	0	0	0	1	5	5	2	3	0	0	0	1	1	2	0	2	0	0	2	0	0	1	3	0	3	2	2	0	3	1	0	1	1	0	2	0	0	0	0	1	2	2	2	0	0	0	1	0	1	1	0	0	1	4	0	0	0	1	1	1	0	1	1	3	1	1	0	0	4	0	1	0	3	2	4	0	0	0	7
b	0	1	0	0	1	0	0	0	0	2	11	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	3	0	1	0	0	0	1	1	0	0	4	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	9	0	0	0	1	0	0	0	11
blogging	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	1	0	17	0	9	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	6	0	10	0	5	0	0	1	0	0	0	4	1	6	0	0
create	0	0	3	0	6	1	11	0	1	0	4	0	0	1	0	0	0	1	0	0	0	5	0	4	13	3	0	0	0	1	1	0	1	2	0	5	2	1	0	0	0	1	1	0	2	1	0	0	2	7	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	3	0	2	0	1	1	2	1	1	2	0	1	0	1
understand	1	3	1	2	5	0	3	0	0	1	8	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	1	4	0	0	0	0	1
bill	0	6	0	4	1	0	0	0	1	0	1	0	2	0	0	1	0	0	1	7	0	0	4	0	0	5	0	2	0	0	1	1	1	0	0	1	0	1	11	0	1	0	0	1	0	0	0	1	7	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	5	1	1	4	0	0	0	0	1
fun	0	6	0	0	6	0	8	0	0	2	0	1	0	0	3	0	0	1	0	2	0	1	0	6	0	3	2	0	0	0	0	3	2	2	0	1	1	0	0	1	1	2	3	0	3	0	0	0	1	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	5	4	0	0	1	0	1
moment	3	1	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	2	2	2	0	0	0	4
per	0	0	0	0	8	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	3	2	0	0	1	1	0	10	0	1	0	0	0	0	2	0	2	0	0	4	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	3	0	3	0	0	0	0	0	0	0	1	3	0	0	4	0	0	1	0	0	0	0	0	3	0	4	0	0
forward	0	1	0	1	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	3	0	0	0	2
giving	0	3	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	1	0	1	2	0	0	1	1	1	0	1	6	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	2	0	2	2	1	0	2	0	3
six	2	2	0	0	3	1	3	1	0	0	1	0	0	0	1	0	2	0	1	5	0	0	0	1	1	0	2	0	0	1	0	2	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	1	1	0	4	0	1	2	0	0	0	0	1
ll	2	10	1	3	1	0	8	0	0	7	8	1	0	0	4	1	1	0	5	10	0	0	0	11	9	7	8	5	0	3	0	9	1	11	1	5	0	0	1	0	0	3	3	0	2	10	2	0	3	4	0	1	0	0	5	0	0	2	1	8	0	5	0	0	2	0	1	0	0	0	1	2	0	13	0	1	1	1	2	3	3	2	6	5	5	1	0	5	2	1	11	4	5	9	4	0	2	0	8
red	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	5	3	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	6	0	0	3	1	0	0	0	2
value	0	0	1	0	2	0	1	0	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	2	0	1	0	2	0	0	0	0
center	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	4	0	1	3	0	1	0	0	2	0	0	0	0	1
latest	0	1	0	0	1	0	2	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	3	2	0	0	0	1	1	0	1	3	0	3	0	1	2	3	2	0	1	5	2	0	1	1	1	0	0	1	0	0	0	0	0	1	0	3	1	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	1	2	0	0	3	0	0	3	3	0	1	0	0
works	1	1	0	0	4	0	19	0	0	1	1	1	0	0	1	0	0	0	0	1	0	2	0	2	1	1	2	1	0	0	0	1	0	0	0	2	0	3	0	0	2	0	3	0	2	2	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	1	1	3	3	6	0	0	1	0	1	0	0	0	0	2	13	0	0	0	0
